JournalID	Journal_Name	ISSN	Publisher	Webpage
2738569500	Lingue e Linguaggi	2239-0359		
2738684666	Journal of Veterinary Research	2008-2525		
2738907095	Apertura	2007-1094		
2738957369	Bengal Journal of Otolaryngology and Head Neck Surgery	2395-2393		
2738993004	Zbornik Radova Pravnog Fakulteta u Nišu	0350-8501		
2739221274	Escritos de Psicología	1138-2635		
2754011711	Turkish journal of trauma & emergency surgery	1306-696X		
2755047796	Dental science reports			
2755757168	Archivos de investigación médica	0066-6769		
2764345763	Radiology of Infectious Diseases	2352-6211		
2764348792	The Chemical Engineer	0302-0797		
2764351521	Hydrometallurgy of China			
2764362210	Teaching PreK			
2764396043	Electric Welding Machine			
2764409799	Journal of Henan Institute of Engineering			
2764436849	Quarterly Essay			
2764447662	Wildlife Leaflet			
2764454091	Turkiye Klinikleri Journal of Cosmetology	1301-9767		
2764460423	International Journal of Advanced Research in Computer and Communication Engineering			
2764479081	Catalan Historical Review	2013-407X		
2764492976	Ukrainian Scientific Journal of Information Security			
2764506795	Open Journal of Soil Science	2162-5360		
2764509995	Journal of Inner Mongolia University of Finance and Economics			
2764511184	From ontos verlag: Publications of the Austrian Ludwig Wittgenstein Society - New Series			
2764520511	Journal of Knowledge Information Technology and Systems	1975-7700		
2764537196	Journal of Environmental Research and Development	0973-6921		
2764556542	The Birth gazette	0890-3255		
2764565163	Journal of Luoyang Institute of Science and Technology			
2764576972	Chinese Journal of Extracorporeal Circulation			
2764581822	Bulletin of the Society of Vector Ecologists	0146-6429		
2764592509	Vocational Training: European Journal	0378-5068		
2764610059	Physics and High Technology	1225-2336		
2764613892	Environmental biotechnology			
2764617085	Progress in neurological surgery	0079-6492		
2764628950	Revue d'études constitutionnelles			
2764635480	Optical Instruments			
2764657378	Global Journal of Technology and Optimization	2229-8711		
2764668381	Journal of the Faculty of Science, the University of Tokyo. Sect. 1 A, Mathematics			
2764674693	The Journal of Human & Society			
2764706253	Bulletin of Friends' Historical Association			
2764714941	China Municipal Engineering			
2764733911	Journal of the British Institution of Radio Engineers	0538-0022		
2764754117	The Journal of Antibiotics, Series B	0447-8991		
2764771365	The Mailer Review	1936-4679		
2764781905	Advances in Infectious Diseases	2164-2656		
2764782732	Agroforestry today	1013-9591		
2764798958	Annals of the Transvaal Museum	0041-1752		
2764841531	Environmental protection	1057-4298		
2764846564	Speech prosody	2333-2042		
2764850865	Paidagogos - Journal of Education in Contexts			
2764865326	Planning and changing			
2764872482	Education Next	1539-9664		
2764882810	Journal of Nanjing Technical College of Special Education			
2764904183	Journal of Gansu University of Technology			
2764904321	Asian Journal of Computer Science and Information Technology	2249-5126		
2764912672	Canadian journal of history of sport and physical education			
2764922371	Journal of Chengde Medical College	1004-6879		
2764932186	Storytelling, Self, Society	1550-5340		
2764934837	Journal of the Korea Entertainment Industry Association			
2764937468	Gulf and Caribbean Research	1528-0470		
2764947508	Journal of Applied Water Engineering and Research	2324-9676		
2764971655	American Journal of Psychiatry Residents' Journal			
2764979234	Journal of Christian Education & Information Technology	1229-9871		
2764996763	Journal of the Institution of Electrical Engineers	0099-2887		
2765005973	Drama Research			
2765013855	Journal of the ASFMRA			
2765016097	SA Orthopaedic Journal	1681-150X		
2765016273	Tolley's communications law	1361-9918		
2765031493	Lilith: a feminist history journal	0813-8990		
2765036585	Computational particle mechanics	2196-4386		
2765046212	Journal of Shenyang University			
2765068136	The annual research report	0288-5883		
2765071728	Journal of Schooling Studies			
2765076858	The Online Journal of Clinical Audits	2042-4779		
2898171663	Biosurface and Biotribology	2405-4518		https://www.sciencedirect.com/journal/biosurface-and-biotribology
2898447089	Procedia Manufacturing	2351-9789		https://www.journals.elsevier.com/procedia-manufacturing
2928154529	Sustainable Food Production	2624-876X	SciPress Ltd.	https://www.scipress.com/SFP
3030835295	Economic Affairs	0265-0665	John Wiley and Sons	https://onlinelibrary.wiley.com/loi/14680270
4501114	Archive for History of Exact Sciences	0003-9519		http://www.springer.com/mathematics/history+of+mathematics/journal/407
5499309	Geologica Acta	1695-6133		
8133038	Research in International Business and Finance	0275-5319		
8424357	International Journal of Intellectual Property Management	1478-9647		
9179619	Chilean Journal of Agricultural Research	0718-5820		
9242254	Poetry Review	0032-2156		
10577759	Clinical Child and Family Psychology Review	1096-4037		
11075324	International Journal of Strategic Information Technology and Applications	1947-3095		
11534120	Epj Direct			
12198553	Argumentation	0920-427X		
13663286	The Journal for Nurse Practitioners	1555-4155		http://www.npjournal.org/
16648056	Time & Society	0961-463X		http://www.sagepub.com/journalsProdDesc.nav?prodId=Journal200801
16935192	The Review of High Pressure Science and Technology	0917-639X		
21861261	Asian Journal of Spectroscopy	0971-9237		
22998730	Bulletin Du Cancer	0007-4551		
24945758	Erdkunde	0014-0015		
26608901	Gender Place and Culture	0966-369X		
36209479	Industry and Innovation	1366-2716		
38024979	Journal of International Business Studies	0047-2506		http://www.jibs.net/
38369159	Studies in Interface Science	1383-7303		
38631682	Contributions To Nephrology	0302-5144		
39171397	South African Journal of Wildlife Research	0379-4369		
41514858	Journal of Internet and Enterprise Management			
44845084	Language Policy	1568-4555		
45468527	Modern Physics Letters A	0217-7323		
46521498	Forestry Chronicle	0015-7546		
48532383	Biological Wastes	0269-7483		
50224313	International Journal of Fluid Machinery and Systems	1882-9554		
58535122	Language and Cognitive Processes	0169-0965		
58954801	Leadership and Management in Engineering	1532-6748		
62704344	American Journal of Physiology-cell Physiology	0363-6143		
65744445	Anales Del Instituto De La Patagonia			
65828706	Louisiana Law Review	0024-6859		
67807940	Journal of Applied Mathematics and Mechanics	0044-2267		http://dx.doi.org/10.1002/(ISSN)1521-4001
69397378	Telemedicine Journal	1078-3024		
70416722	Catholic University Law Review	1530-6119		http://lawreview.law.edu/
75054922	Journal of Advanced Transportation	0197-6729		
79992667	Annals of The Entomological Society of America	0013-8746		
85427048	Iet Communications	1751-8628		
85666469	Georgian Mathematical Journal	1072-947X		
86329351	Indian Journal of Animal Research	0367-6722		
88457320	Journal of Mechanical Design	1050-0472		
96988850	Clinical Nurse Specialist	0887-6274		http://journals.lww.com/cns-journal/pages/default.aspx
98026630	Food Chemistry	0308-8146		http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description#description
100207823	Informatik - Forschung Und Entwicklung			
104805611	The European Journal of Development Research	0957-8811		
105243760	Applied Physics Letters	0003-6951		http://apl.aip.org/
106979931	Arab Journal of Gastroenterology	1687-1979		
109232058	Ethnicity & Health	1355-7858		
113181601	Law & Justice	0269-817X		http://www.lawandjustice.org.uk/
114252033	Postmodern Culture	1053-1920		http://www.press.jhu.edu/journals/postmodern_culture/
118992489	Journal of the ACM	0004-5411		http://jacm.acm.org/
119483640	Educational Studies in Mathematics	0013-1954		http://www.springer.com/education/mathematics+education/journal/10649
121479258	Transformation Groups	1083-4362		
122290859	Journal of Health and Social Behavior	0022-1465		http://www.sagepub.com/journals/Journal201971/title
126162762	Canadian Journal of Cardiology	0828-282X		
127769668	Journal of The Japanese Society for Horticultural Science			
128239818	Ire Transactions on Aeronautical and Navigational Electronics			
128347262	Indian Journal of Horticulture	0974-0112		
131276044	Journal of Nonlinear Science	0938-8974		
131696295	PRIMUS	1051-1970		
136696590	Papillomavirus Report	0957-4190		
143583143	Current Topics in Nutraceutical Research	1540-7535		
146160715	Perspectives on Augmentative and Alternative Communication	1940-7475		
149627586	Foundations and Trends in Microeconomics	1547-9846		
152286864	Radiation and Environmental Biophysics	0301-634X		
159848557	Research Letters in Materials Science	1687-6822		
160413003	Bulletin of The Faculty of Science, Ibaraki University. Series A, Mathematics			
161185981	EPL	0295-5075		http://iopscience.iop.org/0295-5075
164703325	Revue De Linguistique Romane	0035-1458		
165235614	Biological & Pharmaceutical Bulletin	0918-6158		http://bpb.pharm.or.jp/
166850901	Internet and Higher Education	1096-7516		
168975578	Journal of Microscopy	0022-2720		http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2818
172573765	JAMA	0098-7484		http://jama.ama-assn.org/
173077093	Mathematical Programming Computation	1867-2957		
177401697	Netherlands Journal of Medicine	0300-2977		
177540274	Journal of The Ergonomics Society of Korea			
182205653	Mathematical Communications	1331-0623		
182284546	Molecular Vision	1090-0535		http://www.molvis.org/
183821374	International Journal of Sustainable Engineering	1939-7038		
184189337	Hts Teologiese Studies-theological Studies			
187296519	Revista Estudos Feministas	0104-026X		
191848751	European Journal of Radiography	1756-1175		
193210337	Plant\/operations Progress			
196682830	Journal of Iberian Geology	1698-6180		
197087632	Photodermatology, Photoimmunology and Photomedicine	0905-4383		http://www.blackwellpublishing.com/journal.asp?ref=0905-4383&site=1
197191252	Journal of International Economic Law	1369-3034		
198917220	Somatic Cell and Molecular Genetics	0740-7750		http://www.springer.com/biomed/human+genetics/journal/11188
200275961	Journal of Popular Music Studies	1524-2226		
200968236	International Journal of Knowledge and Systems Science	1947-8208		
204648954	Osteuropa	0030-6428		
902237881	Electronic Notes in Discrete Mathematics	1571-0653		
952346465	Southern Jewish History	1521-4206		http://www.jewishsouth.org/about-southern-jewish-history
994684116	Florida Philosophical Review			
1010841706	Cesky Lid-ethnologicky Casopis			
1011389943	Strad	0039-2049		
1026551105	Anales Del Seminario De Historia De La Filosofia	0211-2337		
2595243153	arXiv: Sound			
2595580166	arXiv: Data Analysis, Statistics and Probability			
2735326605	The American Journal of Jurisprudence			
2736332253	Antibiotics	2079-6382		
2736648221	Revista Litteris	1983-7429		
2736967410	International Journal for History, Culture and Modernity	2213-0624		
2737738381	Estudios del ISHiR	2250-4397		
2737830884	Historia y Sociedad	0121-8417		
2737878299	Bulgarian Journal of Science and Education Policy	1313-1958		
2738144069	Herba Polonica	0018-0599		
2738174906	International Journal of Advances in Applied Mathematics and Mechanics	2347-2529		
2738222334	Revista Brasileira de Estudos Organizacionais	2447-4851		
2738850694	Research in Agriculture, Livestock and Fisheries			
2738916421	Ingeniería y Ciencia	1794-9165		
2739210737	Majallah-i ḥuqūq-i taṭbīqī	1735-496X		
2739328924	Góndola, Enseñanza y Aprendizaje de las Ciencias			
2739380121	Scientific Annals of Economics and Business	2501-1960		
2753937886	The Nigerian postgraduate medical journal	1117-1936		
2754278097	The New Zealand dental journal	0028-8047		
2754408127	Gan no rinsho. Japan journal of cancer clinics			
2754508249	Toulouse médical	0372-042X		
2755014366	Mikrobiologicheskiĭ zhurnal	0201-8462		
2755868475	Rivista d'ostetricia e ginecologia pratica	0370-6591		
2756012757	Microbiologia, parazitologia, epidemiologia	0026-2609		
2756256724	Applied therapeutics	0570-4944		
2756425940	Guy's Hospital reports	0017-5889		
2764348034	Pharmaceutical medicine	0265-0673		
2764353423	International Journal of Research in Advanced Engineering and Technology			
2764359511	Turkiye Klinikleri Journal of Surgery	1301-2355		
2764365979	The Dairy Mail	1561-4301		
2764367930	Odovtos - International Journal of Dental Sciences	1659-1046		
2764383469	Transactions of the Japan Society of Mechanical Engineers. B	0387-5016		
2764386878	The Scientific Journal of Rehabilitation Medicine	2251-8401		
2764396959	System Simulation Technology			
2764426076	Optimizing the resources for water management			
2764465820	International journal of childbirth	2156-5287		
2764468170	Geology and Exploration			
2764475687	International Journal of Epilepsy	2213-6320		
2764498445	Agriculture and Forestry	0554-5579		
2764509732	Learning Disabilities: A Contemporary Journal	1937-6928		
2764521449	IEICE technical report. WBS, Wideband System			
2764524700	Korean journal of labor studies			
2764534584	Journal of Information Technology in Construction	1874-4753		
2764541622	Journal of Xinjiang Finance & Economics Institute			
2764546883	Control and dynamic systems	0090-5267		
